tipo,latitude,longitude,bright,date,admin2,admin3,country_code,country_es
24h,46.91511,9.54833,297.88,28 de julio,Cargando...,,,
24h,44.74732,21.54642,298.83,28 de julio,"85, Gradištanski put, Požeženo, Municipality of Veliko Gradište, Braničevski upravni okrug, Central Serbia, 12220, Serbia",,,
24h,46.06922,13.6257,311.48,28 de julio,"Zona industrial Anhovo, Gorenje Polje, Anhovo, Kanal, 5210, Eslovenia",,,
24h,44.33725,23.13146,327.53,28 de julio,"Balăcița, Mehedinți, Rumania",,,
24h,44.27917,23.02272,305.41,28 de julio,"Oprisor, Mehedinți, Rumania",,,
24h,44.59979,20.97525,312.6,28 de julio,"Železara Smederevo, Radinac, Ralja, Town of Smederevo, Podunavski upravni District, Central Serbia, 11300, Serbia",,,
24h,44.59861,20.98108,310.97,28 de julio,"Nikola Tesla, Vranovo, Ralja, City of Smederevo, Podunavski upravni District, Central Serbia, 11329, Serbia",,,
24h,44.08152,22.10708,301.73,28 de julio,"Milana Vasić Perice, Ziđin Bor, Stari centar, Bor, Ciudad de Bor, Distrito administrativo de Bor, Central Serbia, 19210, Serbia",,,
24h,43.90911,21.51397,304.24,28 de julio,"Grobljanska, Fábrica de cemento ""Holcim Srbija"", Popovac, Municipio de Paraćin, Distrito administrativo de Pomerania, Serbia Central, Serbia",,,
24h,41.26865,31.42705,302.27,28 de julio,"Ereğli Iron and Steel Factories, Müftü Mahallesi, Gülüç, Ereğli, Zonguldak, Región del Mar Negro, 67320, Turquía",,,
24h,41.25577,31.41426,306.29,28 de julio,"D010, Merkez, Montañas, Gülüç, Ereğli, Zonguldak, Región del Mar Negro, 67313, Türkiye",,,
24h,45.51091,10.24401,326.23,28 de julio,"Via della Maggia, Caso San Polo, Zona Este, Brescia, Lombardía, 25124, Italia",,,
24h,45.42874,11.0039,310.59,28 de julio,"Via Campo Marzo, Porto San Pancrazio, Sudeste, Verona, Véneto, 37133, Italia",,,
24h,45.46228,10.45612,335.79,28 de julio,"Via Faccendina, Feralpi Siderurgica, Lonato del Garda, Brescia, Lombardía, 25017, Italia",,,
