tipo,latitude,longitude,bright,date,admin2,admin3,country_code,country_es
48h,49.28965,15.464,298.34,27 de julio,Cargando...,,,
48h,45.48574,29.25387,296.76,27 de julio,Cargando...,,,
48h,45.48802,29.25569,296.64,27 de julio,"Calle Horikhova, Kiliya, comunidad de la ciudad de Kiliya, distrito de Izmail, región de Odesa, 68303, Ucrania",,,
48h,48.45606,17.19209,303.74,27 de julio,Cargando...,,,
48h,45.95346,25.28219,307.12,27 de julio,"DN1S, Cuciulata, Hoghiz, Brașov, 507097, Rumania",,,
48h,47.98697,16.6087,298.8,27 de julio,Cargando...,,,
48h,47.98619,16.60782,299.98,27 de julio,Cargando...,,,
48h,48.59948,12.68792,299.99,27 de julio,Cargando...,,,
48h,48.28443,14.32824,303.78,27 de julio,"B3, Linz Chemical Park, Industrial Area-Port, Linz, Alta Austria, 4020, Austria",,,
48h,48.27941,14.33731,302.24,27 de julio,Cargando...,,,
48h,48.27764,14.34764,310.99,27 de julio,Cargando...,,,
48h,48.27614,14.33606,336.72,27 de julio,Cargando...,,,
48h,48.27526,14.34122,321.36,27 de julio,Cargando...,,,
48h,48.27702,14.33089,304.6,27 de julio,Cargando...,,,
48h,48.2631,14.33105,306.79,27 de julio,Cargando...,,,
48h,48.25983,14.3298,309.24,27 de julio,"Gaisbergerstrasse, zona industrial-puerto, Linz, Alta Austria, 4020, Austria",,,
48h,48.65445,10.16328,301.47,27 de julio,Cargando...,,,
48h,45.95571,22.86686,303.64,27 de julio,Cargando...,,,
48h,45.12495,25.41848,316.33,27 de julio,"Strada Republicii, Fieni, Dâmbovița, 135100, Rumania",,,
48h,48.33532,9.73111,304.48,27 de julio,Cargando...,,,
48h,47.38109,15.06591,299.93,27 de julio,Cargando...,,,
48h,47.38013,15.07123,305.75,27 de julio,"Museo de Metalurgia Donawitz, 121, Vordernberger Straße, VOEST-Alpine Donawitz, Donawitz, Leoben, Distrito de Leoben, Estiria, 8700, Austria",,,
48h,47.79,12.18087,308.02,27 de julio,Cargando...,,,
48h,47.46597,12.63189,304.24,27 de julio,Cargando...,,,
48h,46.73759,15.57355,301.25,27 de julio,Cargando...,,,
48h,43.98377,25.2432,300.24,27 de julio,Cargando...,,,
48h,43.98492,25.242,297.69,27 de julio,Cargando...,,,
48h,46.42331,14.09573,309.48,27 de julio,Cargando...,,,
48h,44.34195,23.13835,295.96,27 de julio,"Balăcița, Mehedinți, Rumania",,,
48h,44.34146,23.13949,298.83,27 de julio,"Balăcița, Mehedinți, Rumania",,,
48h,46.91565,9.54973,301.42,27 de julio,Cargando...,,,
48h,44.97884,19.64679,300.61,27 de julio,"27a, Višnjevačka, Sremska Mitrovica, City of Sremska Mitrovica, Sremski upravni okrug, Vojvodina, 22000, Serbia",,,
48h,44.59984,20.97826,303.89,27 de julio,"Nikola Tesla, Vranovo, Ralja, City of Smederevo, Podunavski upravni District, Central Serbia, 11329, Serbia",,,
48h,46.06994,13.63012,304.28,27 de julio,Cargando...,,,
48h,46.17823,12.74048,303.39,27 de julio,"Via Pradis, Fanna, Pordenone, Friuli-Venecia Julia, 33092, Italia",,,
48h,45.4458,16.39506,310,27 de julio,Cargando...,,,
48h,46.00691,13.25312,303.57,27 de julio,"ABS, Via Casali Caiselli, Lumignacco, Pavia di Udine, Udine, Friuli-Venezia Giulia, 33050, Italia",,,
48h,43.42823,23.34419,337.78,27 de julio,"Stubël, Montana, Bulgaria",,,
48h,43.42955,23.33939,308.65,27 de julio,Cargando...,,,
48h,43.42961,23.31883,323.2,27 de julio,"Dolno Belotintsi, Montana, Bulgaria",,,
48h,43.42344,23.34122,329.61,27 de julio,"Stubël, Montana, Bulgaria",,,
48h,43.42221,23.34568,330.43,27 de julio,"Stubël, Montana, Bulgaria",,,
48h,43.42475,23.33645,298.62,27 de julio,"Stubël, Montana, Bulgaria",,,
48h,43.42365,23.32014,326.13,27 de julio,"Dolno Belotintsi, Montana, Bulgaria",,,
