tipo,latitude,longitude,bright,date,admin2,admin3,country_code,country_es
48h,37.67015,-5.16102,306.6,15 de julio,Fuente Carreteros,Córdoba,ES,España
48h,37.6699,-5.16449,314.44,15 de julio,Fuente Carreteros,Córdoba,ES,España
48h,37.66963,-5.16044,307.57,15 de julio,Fuente Carreteros,Córdoba,ES,España
48h,54.42335,19.80361,299.23,15 de julio,gmina Braniewo,województwo warmińsko-mazurskie,PL,Polonia
48h,53.50188,18.80676,328.32,15 de julio,Grudziądz,województwo kujawsko-pomorskie,PL,Polonia
48h,52.59055,19.70078,311.78,15 de julio,Płock,województwo mazowieckie,PL,Polonia
48h,52.29837,20.92299,300.67,15 de julio,Warszawa,województwo mazowieckie,PL,Polonia
48h,53.51208,10.03821,300.77,15 de julio,Hamburg,NA,DE,Alemania
48h,51.76166,18.07632,298.11,15 de julio,Kalisz,województwo wielkopolskie,PL,Polonia
48h,52.49036,13.83978,299.97,15 de julio,Rüdersdorf bei Berlin,Brandenburg,DE,Alemania
48h,53.14014,8.67772,301.58,15 de julio,Bremen,Bremen,DE,Alemania
48h,53.1326,8.68138,304.55,15 de julio,Bremen,Bremen,DE,Alemania
48h,50.80846,20.53341,305.88,15 de julio,gmina Nowiny,województwo świętokrzyskie,PL,Polonia
48h,51.10364,18.94134,315.5,15 de julio,gmina Działoszyn,województwo łódzkie,PL,Polonia
48h,51.68871,15.98167,330.34,15 de julio,gmina Żukowice,województwo dolnośląskie,PL,Polonia
48h,53.63229,-0.24055,296.43,15 de julio,South Killingholme,England,GB,Reino Unido
48h,53.56887,-0.60722,305.73,15 de julio,Scunthorpe,England,GB,Reino Unido
48h,53.56845,-0.59838,319.82,15 de julio,Scunthorpe,England,GB,Reino Unido
48h,53.60885,-1.66703,308.9,15 de julio,Kirklees,West Yorkshire,GB,Reino Unido
48h,53.57005,-0.60406,320.26,15 de julio,Scunthorpe,England,GB,Reino Unido
48h,53.5696,-0.59518,303.61,15 de julio,NA,England,GB,Reino Unido
48h,53.56478,-0.59588,298.28,15 de julio,NA,England,GB,Reino Unido
48h,53.61012,-1.66517,296.14,15 de julio,Kirklees,West Yorkshire,GB,Reino Unido
48h,52.37337,9.87795,297.14,15 de julio,Hannover,Niedersachsen,DE,Alemania
48h,53.39748,-1.38464,317.44,15 de julio,Sheffield,South Yorkshire,GB,Reino Unido
48h,52.35453,9.88864,303.09,15 de julio,Sehnde,Niedersachsen,DE,Alemania
48h,53.39748,-1.38813,314.68,15 de julio,Sheffield,South Yorkshire,GB,Reino Unido
48h,50.49352,19.45902,306.29,15 de julio,Zawiercie,powiat zawierciański,PL,Polonia
48h,50.49091,19.46994,305.18,15 de julio,Zawiercie,powiat zawierciański,PL,Polonia
48h,51.17738,16.11316,303.06,15 de julio,NA,województwo dolnośląskie,PL,Polonia
48h,52.1656,10.431,311.3,15 de julio,Salzgitter,Niedersachsen,DE,Alemania
48h,52.164,10.4186,316.74,15 de julio,Salzgitter,Niedersachsen,DE,Alemania
48h,52.16157,10.41176,297.66,15 de julio,Salzgitter,Niedersachsen,DE,Alemania
48h,52.16074,10.41731,308.5,15 de julio,Salzgitter,Niedersachsen,DE,Alemania
48h,52.16061,10.39812,301.69,15 de julio,Salzgitter,Niedersachsen,DE,Alemania
48h,52.15895,10.40923,300.95,15 de julio,Salzgitter,Niedersachsen,DE,Alemania
48h,52.15569,10.40794,326.28,15 de julio,Salzgitter,Niedersachsen,DE,Alemania
48h,52.15736,10.39683,300.82,15 de julio,Salzgitter,Niedersachsen,DE,Alemania
48h,52.15652,10.40239,309.94,15 de julio,Salzgitter,Niedersachsen,DE,Alemania
48h,52.15327,10.4011,343.58,15 de julio,Salzgitter,Niedersachsen,DE,Alemania
48h,52.1541,10.39555,301.59,15 de julio,Salzgitter,Niedersachsen,DE,Alemania
48h,50.34163,19.33619,304.24,15 de julio,Dąbrowa Górnicza,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,50.347,19.29547,299.39,15 de julio,Dąbrowa Górnicza,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,52.46711,7.31705,316.3,15 de julio,Lingen (Ems),Niedersachsen,DE,Alemania
48h,52.46704,7.317,313.41,15 de julio,Lingen (Ems),Niedersachsen,DE,Alemania
48h,50.33522,18.83175,335.95,15 de julio,Zabrze,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,50.53462,17.97517,314.17,15 de julio,gmina Gogolin,województwo opolskie,PL,Polonia
48h,50.33137,18.82958,300.22,15 de julio,Zabrze,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,50.41589,18.14458,303.29,15 de julio,Zdzieszowice,województwo opolskie,PL,Polonia
48h,52.17413,7.89153,300.68,15 de julio,Lengerich,Nordrhein-Westfalen,DE,Alemania
48h,52.49174,4.61551,303.62,15 de julio,Beverwijk,Noord-Holland,NL,Países Bajos
48h,52.48254,4.58929,298.11,15 de julio,Velsen,Noord-Holland,NL,Países Bajos
48h,50.03949,18.4853,301.29,15 de julio,Radlin,powiat wodzisławski,PL,Polonia
48h,51.27065,11.66141,300.53,15 de julio,Unstruttal,Sachsen-Anhalt,DE,Alemania
48h,51.76577,8.05878,307.35,15 de julio,Beckum,Nordrhein-Westfalen,DE,Alemania
48h,51.36467,10.48447,305.98,15 de julio,Deuna,Thüringen,DE,Alemania
48h,49.86051,18.2769,311.95,15 de julio,Ostrava,Moravskoslezsko,CZ,Rep. Checa
48h,51.61846,8.50864,309.58,15 de julio,Geseke,Nordrhein-Westfalen,DE,Alemania
48h,49.78126,18.32031,304.07,15 de julio,Vratimov,Moravskoslezsko,CZ,Rep. Checa
48h,51.59583,8.33712,302.1,15 de julio,Erwitte,Nordrhein-Westfalen,DE,Alemania
48h,51.59246,8.33599,309.26,15 de julio,Erwitte,Nordrhein-Westfalen,DE,Alemania
48h,49.68867,18.65597,316.21,15 de julio,Třinec,Moravskoslezsko,CZ,Rep. Checa
48h,49.67834,18.66224,314.36,15 de julio,Třinec,Moravskoslezsko,CZ,Rep. Checa
48h,49.67936,18.66085,308.4,15 de julio,Třinec,Moravskoslezsko,CZ,Rep. Checa
48h,49.67809,18.66624,299.93,15 de julio,Třinec,Moravskoslezsko,CZ,Rep. Checa
48h,51.02806,10.54969,309.91,15 de julio,Wutha-Farnroda,Thüringen,DE,Alemania
48h,51.48481,6.70851,332.87,15 de julio,Duisburg,Nordrhein-Westfalen,DE,Alemania
48h,51.48556,6.70218,312.83,15 de julio,Duisburg,Nordrhein-Westfalen,DE,Alemania
48h,51.48331,6.72111,309.5,15 de julio,Duisburg,Nordrhein-Westfalen,DE,Alemania
48h,48.61698,21.18831,305.78,15 de julio,Košice,Košický kraj,SK,Eslovaquia
48h,48.61257,21.185669999999998,302.49,15 de julio,Košice,Košický kraj,SK,Eslovaquia
48h,48.61068,21.19273,317.69,15 de julio,Košice,Košický kraj,SK,Eslovaquia
48h,48.61005,21.17601,309.9,15 de julio,Veľká Ida,Košický kraj,SK,Eslovaquia
48h,48.60815,21.18305,311.89,15 de julio,Košice,Košický kraj,SK,Eslovaquia
48h,48.59933,21.17781,297.53,15 de julio,Košice,Košický kraj,SK,Eslovaquia
48h,49.89452,15.64021,301.42,15 de julio,okres Chrudim,Severovýchod,CZ,Rep. Checa
48h,49.89433,15.63931,301.27,15 de julio,okres Chrudim,Severovýchod,CZ,Rep. Checa
48h,48.59706,21.17625,296.91,15 de julio,Košice,Košický kraj,SK,Eslovaquia
48h,51.29631,7.01117,313.1,15 de julio,Wülfrath,Nordrhein-Westfalen,DE,Alemania
48h,48.59332,20.84472,296.92,15 de julio,Dvorníky-Včeláre,Košický kraj,SK,Eslovaquia
48h,48.6471,20.21894,299.94,15 de julio,Jelšava,Banskobystrický kraj,SK,Eslovaquia
48h,51.18179,3.80843,301.73,15 de julio,Zelzate,Oost-Vlaanderen,BE,Bélgica
48h,51.17791,3.80749,324.19,15 de julio,Zelzate,Oost-Vlaanderen,BE,Bélgica
48h,51.17403,3.80656,346.79,15 de julio,Gent,Oost-Vlaanderen,BE,Bélgica
48h,51.1733,3.81433,316.11,15 de julio,Gent,Oost-Vlaanderen,BE,Bélgica
48h,51.16943,3.81337,331.39,15 de julio,Gent,Oost-Vlaanderen,BE,Bélgica
48h,51.17016,3.80563,315.92,15 de julio,Gent,Oost-Vlaanderen,BE,Bélgica
48h,51.16628,3.80467,307.26,15 de julio,Gent,Oost-Vlaanderen,BE,Bélgica
48h,51.04761,2.29569,311.57,15 de julio,Grande-Synthe,Hauts-de-France,FR,Francia
48h,51.04589,2.2966,312,15 de julio,Grande-Synthe,Hauts-de-France,FR,Francia
48h,51.03864,2.28306,296.01,15 de julio,Dunkerque,Hauts-de-France,FR,Francia
48h,48.58783,17.65227,337.13,15 de julio,Kočín-Lančár,Trnavský kraj,SK,Eslovaquia
48h,48.58661,17.6575,303.33,15 de julio,Kočín-Lančár,Trnavský kraj,SK,Eslovaquia
48h,50.56845,5.36554,305.26,15 de julio,Engis,Liège,BE,Bélgica
48h,49.77156,11.02493,301.7,15 de julio,Pautzfeld,Bayern,DE,Alemania
48h,49.9534,9.76901,307.08,15 de julio,Karlstadt,Bayern,DE,Alemania
48h,48.45882,17.19294,311.47,15 de julio,Rohožník,Bratislavský kraj,SK,Eslovaquia
48h,50.40327,3.55925,311.61,15 de julio,Bruay-sur-l'Escaut,Hauts-de-France,FR,Francia
48h,50.40256,3.5669,298.87,15 de julio,Saint-Saulve,Hauts-de-France,FR,Francia
48h,50.40286,3.56104,318.63,15 de julio,Saint-Saulve,Hauts-de-France,FR,Francia
48h,45.95195,25.2793,301.89,15 de julio,Cuciulata,Brașov,RO,Rumanía
48h,48.2792,14.33677,310.61,15 de julio,Linz,NA,AT,Austria
48h,48.27799,14.34275,310.6,15 de julio,Linz,NA,AT,Austria
48h,48.27678,14.34875,315.71,15 de julio,Linz,NA,AT,Austria
48h,48.27572,14.33519,341.3,15 de julio,Linz,NA,AT,Austria
48h,48.27451,14.34118,329.97,15 de julio,Linz,NA,AT,Austria
48h,48.27694,14.32921,307.71,15 de julio,Linz,NA,AT,Austria
48h,48.27346,14.32765,307.1,15 de julio,Linz,NA,AT,Austria
48h,48.26999,14.32608,306.38,15 de julio,Linz,NA,AT,Austria
48h,48.26408,14.33648,301.99,15 de julio,Linz,NA,AT,Austria
48h,48.26182,14.32894,298.79,15 de julio,Linz,NA,AT,Austria
48h,48.26247,14.33614,304.02,15 de julio,Linz,NA,AT,Austria
48h,49.52323,5.90632,326.18,15 de julio,Differdange,Canton Esch-sur-Alzette,LU,Luxemburgo
48h,49.50621,5.95805,316.19,15 de julio,Esch-sur-Alzette,Canton Esch-sur-Alzette,LU,Luxemburgo
48h,49.35723,6.7504,334.55,15 de julio,Saarlouis,Saarland,DE,Alemania
48h,49.35797,6.74466,313.12,15 de julio,Dillingen/Saar,Saarland,DE,Alemania
48h,48.77827,10.69885,301.75,15 de julio,Harburg (Schwaben),Bayern,DE,Alemania
48h,49.24614,6.85267,321.3,15 de julio,Völklingen,Saarland,DE,Alemania
48h,48.65235,10.16329,301.98,15 de julio,Heidenheim an der Brenz,Baden-Württemberg,DE,Alemania
48h,48.94167,5.91247,300.15,15 de julio,Toul,Grand Est,FR,Francia
48h,48.94093,5.91846,315.34,15 de julio,Toul,Grand Est,FR,Francia
48h,48.88456,6.05447,329.26,15 de julio,Nancy,Grand Est,FR,Francia
